query,answer,description,sku,original_request,description,sku,items_count,mass_units,length_units,length,mass
Barra Ac.Inox.Ø30 AISI 304 L=6000,REDONDO INOX. A-304 de 30,REDONDO INOX. A-304 de 30,21100300,barra ac.inox.de 30 aisi 304 l=6000,redondo inox. a-304 de 30,21100300,1,,,,
"redondo inox 35 mm a304 --> 3 mts,",REDONDO INOX. A-304 de 35,REDONDO INOX. A-304 de 35,21100350,"redondo inox 35 mm a304 --> 3 mts,",redondo inox. a-304 de 35,21100350,1,,m,3.0,
"2) 40 mm cuadrado macizo calibrado a-304 : 1 barra,",REDONDO INOX. A-304 de 40,REDONDO INOX. A-304 de 40,21100400,"2) 40 mm cuadrado macizo calibrado a-304 : 1 barra,",redondo inox. a-304 de 40,21100400,1,,,,
AISI304 red 40 1 barra,REDONDO INOX. A-304 de 40,REDONDO INOX. A-304 de 40,21100400,aisi304 red 40 1 barra,redondo inox. a-304 de 40,21100400,1,,,,
"redondo Ã¸55mm a304 --> 1 pieza de 300mm,",REDONDO INOX. A-304 de 55,REDONDO INOX. A-304 de 55,21100550,"redondo ã¸55mm a304 --> 1 pieza de 300mm,",redondo inox. a-304 de 55,21100550,1,,m,300.0,
"redondo inox a304 6mm = 60 mts,",REDONDO INOX. A-304 de 6,REDONDO INOX. A-304 de 6,21100060,"redondo inox a304 6mm = 60 mts,",redondo inox. a-304 de 6,21100060,1,,m,60.0,
"redondo Ã¸60mm a304 --> 1 pieza de 300mm,",REDONDO INOX. A-304 de 60,REDONDO INOX. A-304 de 60,21100600,"redondo ã¸60mm a304 --> 1 pieza de 300mm,",redondo inox. a-304 de 60,21100600,1,,m,300.0,
"redondo Ã¸60mm a304 --> 1 metro,",REDONDO INOX. A-304 de 60,REDONDO INOX. A-304 de 60,21100600,"redondo ã¸60mm a304 --> 1 metro,",redondo inox. a-304 de 60,21100600,1,,m,1.0,
"redondo inox 7 mm a304 --> 240 mts,",REDONDO INOX. A-304 de 7,REDONDO INOX. A-304 de 7,21100070,"redondo inox 7 mm a304 --> 240 mts,",redondo inox. a-304 de 7,21100070,1,,m,240.0,
"varilla aisi-304 Ã¸8 12metros,",REDONDO INOX. A-304 de 8,REDONDO INOX. A-304 de 8,21100080,"varilla aisi-304 ã¸8 12metros,",redondo inox. a-304 de 8,21100080,1,,m,12.0,
"1 barra calibrada d8 inox304 6 metros,",REDONDO INOX. A-304 de 8,REDONDO INOX. A-304 de 8,21100080,"1 barra calibrada d8 inox304 6 metros,",cuadrado inox. a-304 de 8 calibrado,251108,1,,m,6.0,
"3 metros de varilla Ã¸10mm aisi 316,",REDONDO INOX. A-316 de 10,REDONDO INOX. A-316 de 10,21500100,"3 metros de varilla ã¸10mm aisi 316,",redondo inox. a-316 de 10,21500100,1,,m,3.0,
4 unidades de BARRAS DE REDONDO Ø10 x 6 MTS. LONG.- calidad SS 316L,REDONDO INOX. A-316 de 10,REDONDO INOX. A-316 de 10,21500100,4 unidades de barras de redondo de 10 x 6 mts. long.- calidad ss 316l,redondo inox. a-316 de 6,21500060,4,,,,
"4. 6 metros redondo macizo de 14 mm en 316,",REDONDO INOX. A-316 de 14,REDONDO INOX. A-316 de 14,21500140,"4. 6 metros redondo macizo de 14 mm en 316,",redondo inox. a-316 de 14,21500140,1,,m,6.0,
"redondo inox 20 mm a316 --> 3 mts,",REDONDO INOX. A-316 de 20,REDONDO INOX. A-316 de 20,21500200,"redondo inox 20 mm a316 --> 3 mts,",redondo inox. a-316 de 20,21500200,1,,m,3.0,
"1 unidades de BARRAS DE REDONDO Ø20 x 0,3 MTS. LONG.- calidad SS 316L",REDONDO INOX. A-316 de 20,REDONDO INOX. A-316 de 20,21500200,"1 unidades de barras de redondo de 20 x 0,3 mts. long.- calidad ss 316l",redondo inox. a-316 de 20,21500200,1,,,,
INOX316 Ø22 - 30 BARRAS X 3 METROS,REDONDO INOX. A-316 de 22,REDONDO INOX. A-316 de 22,21500220,inox316 de 22 - 30 barras x 3 metros,barra perforada 36x20 a316l,2850036020,30,,,,
"redondo inox 3 mm a316 --> 3 mts,",REDONDO INOX. A-316 de 3,REDONDO INOX. A-316 de 3,21500030,"redondo inox 3 mm a316 --> 3 mts,",redondo inox. a-316 de 3,21500030,1,,m,3.0,
"redondo inox 30 mm a316 --> 3 mts,",REDONDO INOX. A-316 de 30,REDONDO INOX. A-316 de 30,21500300,"redondo inox 30 mm a316 --> 3 mts,",redondo inox. a-316 de 30,21500300,1,,m,3.0,
"5 mm redondo-varilla a-316l : 18 metros --> 7,37 â‚¬/kg.,",REDONDO INOX. A-316 de 5,REDONDO INOX. A-316 de 5,21500050,"5 mm redondo-varilla a-316l : 18 metros --> 7,37 â‚¬/kg.,",redondo inox. a-316 de 5,21500050,1,,m,18.0,
"redondo Ã¸6mm a316l --> 18 metros,",REDONDO INOX. A-316 de 6,REDONDO INOX. A-316 de 6,21500060,"redondo ã¸6mm a316l --> 18 metros,",redondo inox. a-316 de 6,21500060,1,,m,18.0,
"redondo Ã¸8mm a316l --> 18 metros,",REDONDO INOX. A-316 de 8,REDONDO INOX. A-316 de 8,21500080,"redondo ã¸8mm a316l --> 18 metros,",redondo inox. a-316 de 8,21500080,1,,m,18.0,
"80 mm redondo macizo a-316l : 1 pieza l=2.200 mm,",REDONDO INOX. A-316 de 80,REDONDO INOX. A-316 de 80,21500800,"80 mm redondo macizo a-316l : 1 pieza l=2.200 mm,",redondo inox. a-316 de 80,21500800,1,,m,2.2,
"80 mm redondo macizo a-316l : 2 piezas l=2.000 mm,",REDONDO INOX. A-316 de 80,REDONDO INOX. A-316 de 80,21500800,"80 mm redondo macizo a-316l : 2 piezas l=2.000 mm,",redondo inox. a-316 de 80,21500800,2,,m,2.0,
"80 mm redondo macizo a-316l : 1 pieza l=1.700 mm,",REDONDO INOX. A-316 de 80,REDONDO INOX. A-316 de 80,21500800,"80 mm redondo macizo a-316l : 1 pieza l=1.700 mm,",redondo inox. a-316 de 80,21500800,1,,m,1.7,
"80 mm redondo macizo a-316l : 1 pieza l=2.200 mm --> 6,49 â‚¬/kg + 3,60 â‚¬/corte,",REDONDO INOX. A-316 de 80,REDONDO INOX. A-316 de 80,21500800,"80 mm redondo macizo a-316l : 1 pieza l=2.200 mm --> 6,49 â‚¬/kg + 3,60 â‚¬/corte,",redondo inox. a-316 de 80,21500800,1,,m,2.2,
"95 mm redondo macizo a-316l : 1 pieza l=1.200 mm,",REDONDO INOX. A-316 de 95,REDONDO INOX. A-316 de 95,21500950,"95 mm redondo macizo a-316l : 1 pieza l=1.200 mm,",redondo inox. a-316 de 95,21500950,1,,m,1.2,
"8 unidades - reduccion 168,3/88,9 concent.a316,","REDUCCION 168,3/88,9 CONCENT.A316","REDUCCION 168,3/88,9 CONCENT.A316",4B5511683088920,"8 unidades - reduccion 168,3/88,9 concent.a316,","reduccion 168,3/88,9 concent.a316",4b5511683088920,8,,,,
1 TRAMEX 1000X1000 PLETINA VAILLA LUEZ 30 INOX,TRAMEX INOX. 1x1 30/2 10/2 DECAPADO A304,TRAMEX INOX. 1x1 30/2 10/2 DECAPADO A304,191111,1 tramex 1000x1000 pletina vailla luez 30 inox,tramex inox. 1x1 30/2 10/2 decapado a304,191111,1,,,,
1 TRAMEX 2000X1000 PLETINA VARILLA LUZ 30 INOX,TRAMEX INOX. 2x1 30/2 10/2 DECAPADO A304,TRAMEX INOX. 2x1 30/2 10/2 DECAPADO A304,191121,1 tramex 2000x1000 pletina varilla luz 30 inox,tramex inox. 1x1 30/2 10/2 decapado a304,191111,1,,,,
"tubo cuadrado 100x100x5 a-304 --> 12 mts.,",TUBO INOX. 100x100x5 A304 CS,TUBO INOX. 100x100x5 A304 CS,341110050,"tubo cuadrado 100x100x5 a-304 --> 12 mts.,",tubo inox. 100x100x5 a304 cs,341110050,1,,m,12.0,
TUBO HUECO DE 100X40X2MM ACERO INOX AISI-316,TUBO INOX. 100x40x2 A316L,TUBO INOX. 100x40x2 A316L,355110004020,tubo hueco de 100x40x2mm acero inox aisi-316,tubo inox. 100x40x2 a316l,355110004020,,,,,
Tubo Ac.Inox.100x50x3 AISI 304 L=6000,TUBO INOX. 100x50x3 A304 CS,TUBO INOX. 100x50x3 A304 CS,351110005030,tubo ac.inox.100x50x3 aisi 304 l=6000,tubo inox. 100x50x3 a304 cs,351110005030,,,,,
"6 mt tubo 120/120/3 304,",TUBO INOX. 120x120x3 A304,TUBO INOX. 120x120x3 A304,341112030,"6 mt tubo 120/120/3 304,",tubo inox. 120x60x2 a304 2b,351112006020,1,,m,6.0,
Tubo rect 120x60x3 A304 à 6 mts,TUBO INOX. 120x60x3 A304 CS,TUBO INOX. 120x60x3 A304 CS,351112006030,tubo rect 120x60x3 a304 à 6 mts,tubo inox. 120x60x3 pulido a304,351212006030,1,,m,6.0,
"6 mt tubo 200/200/3 304,",TUBO INOX. 200x200x3 A304 CS,TUBO INOX. 200x200x3 A304 CS,341120030,"6 mt tubo 200/200/3 304,",tubo inox. 200x200x3 a304 cs,341120030,1,,m,6.0,
"Tubo Ac.Inox.Ø20x1,5 AISI 304 L=6000","TUBO INOX. 20x1,5 A304 2B DC","TUBO INOX. 20x1,5 A304 2B DC",3311020015,"tubo ac.inox.de 20x1,5 aisi 304 l=6000","tubo inox. 20x1,5  esm. gr220  a304",3318020015,,,,,
"tubo inox a304 20x20x1,5mm 2b = 60 mts,","TUBO INOX. 20x20x1,5 A304 2B","TUBO INOX. 20x20x1,5 A304 2B",341102015,"tubo inox a304 20x20x1,5mm 2b = 60 mts,","tubo inox. 20x20x1,5 a304 2b",341102015,1,,m,60.0,
"TUBO INOX A304 20x20x1,5mm = 6 mts","TUBO INOX. 20x20x1,5 A304 2B","TUBO INOX. 20x20x1,5 A304 2B",341102015,"tubo inox a304 20x20x1,5mm = 6 mts","tubo inox. 20x20x1,5 a304 2b",341102015,1,,m,6.0,
"TUBO INOX A304 25x1,5mm = 24 mts","TUBO INOX. 25x1,5 A304 2B DC","TUBO INOX. 25x1,5 A304 2B DC",3311025015,"tubo inox a304 25x1,5mm = 24 mts","tubo inox. 25x1,5 a304 2b dc",3311025015,1,,m,24.0,
"tubo inoxidable 2b 30x10x1.5 120 ml,","TUBO INOX. 30x10x1,5 A304 2B","TUBO INOX. 30x10x1,5 A304 2B",351103001015,"tubo inoxidable 2b 30x10x1.5 120 ml,","tubo inox. 30x10x1,5 a304 2b",351103001015,1,,m,120.0,
"Tubo Ac.Inox.30x15x1,5 AISI 304 L=6000","TUBO INOX. 30x15x1,5 A304 2B","TUBO INOX. 30x15x1,5 A304 2B",351103001515,"tubo ac.inox.30x15x1,5 aisi 304 l=6000","tubo inox. 30x15x1,5 a304 2b",351103001515,,,,,
"tubo inoxidable 2b 30x30x1.5 120 ml,","TUBO INOX. 30x30x1,5 A304 2B","TUBO INOX. 30x30x1,5 A304 2B",341103015,"tubo inoxidable 2b 30x30x1.5 120 ml,","tubo inox. 30x30x1,5 a304 2b",341103015,1,,m,120.0,
"10 barras de tubo en acero inox satinado de 30x30x1.5,","TUBO INOX. 30x30x1,5 SATIN. CS A304","TUBO INOX. 30x30x1,5 SATIN. CS A304",341303015,"10 barras de tubo en acero inox satinado de 30x30x1.5,","tubo inox. 30x30x1,5 satin. cs a304",341303015,10,,,,
1 TUBO 30X30X2 AISI 304,TUBO INOX. 30x30x2 A304 2B,TUBO INOX. 30x30x2 A304 2B,341103020,1 tubo 30x30x2 aisi 304,tubo inox. 30x30x2 a304 2b,341103020,1,,,,
2 barras de Ø33.7x1.5 en inox 316.,"TUBO INOX. 33,7x2 A316L TIG 2B","TUBO INOX. 33,7x2 A316L TIG 2B",3151033720,2 barras de de 33.7x1.5 en inox 316.,barra perforada 63x32 a316l,2850063032,2,,,,
"TUBO INOX A304 32x1,5mm = 24 mts (de no disponer, ofertar lo más próximo","TUBO INOX. 33x1,5 A304 TIG 2B","TUBO INOX. 33x1,5 A304 TIG 2B",3111033015,"tubo inox a304 32x1,5mm = 24 mts (de no disponer, ofertar lo más próximo","tubo inox. 32x1,5 a304 2b dc",3311032015,1,,m,24.0,
"tubo inox a304 35x1,5mm satinado,","TUBO INOX. 35x1,5 A304 SATIN. DC","TUBO INOX. 35x1,5 A304 SATIN. DC",3313035015,"tubo inox a304 35x1,5mm satinado,","tubo inox. 35x1,5 a304 satin. dc",3313035015,,,,,
"TUBO INOX A304 40x1,5mm = 24 mts","TUBO INOX. 40x1,5 A304 2B DC","TUBO INOX. 40x1,5 A304 2B DC",3311040015,"tubo inox a304 40x1,5mm = 24 mts","tubo inox. 40x1,5 a304 2b dc",3311040015,1,,m,24.0,
"tubo inox. 40x1,5 a304 pulido dc de 6 metros,","TUBO INOX. 40x1,5 A304 PULIDO DC","TUBO INOX. 40x1,5 A304 PULIDO DC",3312040015,"tubo inox. 40x1,5 a304 pulido dc de 6 metros,","tubo inox. 40x1,5 a304 pulido dc",3312040015,1,,m,6.0,
"tubo inox. 40x1,5 a304 pulido dc de 6 metros,","TUBO INOX. 40x1,5 A304 PULIDO DC","TUBO INOX. 40x1,5 A304 PULIDO DC",3312040015,"tubo inox. 40x1,5 a304 pulido dc de 6 metros,","tubo inox. 40x1,5 a304 pulido dc",3312040015,1,,m,6.0,
"tubo inox. 40x1,5 a304 pulido dc de 6 metros,","TUBO INOX. 40x1,5 A304 PULIDO DC","TUBO INOX. 40x1,5 A304 PULIDO DC",3312040015,"tubo inox. 40x1,5 a304 pulido dc de 6 metros,","tubo inox. 40x1,5 a304 pulido dc",3312040015,1,,m,6.0,
"tubo inox a304 40x1,5mm satinado = 12 mts,","TUBO INOX. 40x1,5 A304 SATIN. DC","TUBO INOX. 40x1,5 A304 SATIN. DC",3313040015,"tubo inox a304 40x1,5mm satinado = 12 mts,","tubo inox. 40x1,5 a304 satin. dc",3313040015,1,,m,12.0,
"Tubo inox Ø40x1,5 mm satinado.","TUBO INOX. 40x1,5 A304 SATIN. DC","TUBO INOX. 40x1,5 A304 SATIN. DC",3313040015,"tubo inox de 40x1,5 mm satinado.","tubo inox. 40x1,5 a304 satin. dc",3313040015,,,,,
"7 tubos de 40*20*1 mm 2b,",TUBO INOX. 40x20x1 A304 2B,TUBO INOX. 40x20x1 A304 2B,351104002010,"7 tubos de 40*20*1 mm 2b,",tubo inox. 40x20x1 a304 2b,351104002010,7,,,,
"10 uds de tubo de 40x20x1.5 aisi 304 brillo,","TUBO INOX. 40x20x1,5 PULIDO A304","TUBO INOX. 40x20x1,5 PULIDO A304",351204002015,"10 uds de tubo de 40x20x1.5 aisi 304 brillo,","tubo inox. 40x20x1,5 pulido a304",351204002015,10,,,,
"tubo 40x20x2 mm inox AISI 304 2B, long = 6000 mm",TUBO INOX. 40x20x2 A304 2B,TUBO INOX. 40x20x2 A304 2B,351104002020,"tubo 40x20x2 mm inox aisi 304 2b, long = 6000 mm",tubo inox. 40x20x2 a304 2b,351104002020,1,,m,6000.0,
"2. 12 metros tubo rectangular 40x20x2 en 316,",TUBO INOX. 40x20x2 A316 CS 2B,TUBO INOX. 40x20x2 A316 CS 2B,355104002020,"2. 12 metros tubo rectangular 40x20x2 en 316,",tubo inox. 40x20x2 a316 cs 2b,355104002020,1,,m,12.0,
"TUBO RECTANGULAR INOX 40X30X1,5","TUBO INOX. 40x30x1,5 A304 2B","TUBO INOX. 40x30x1,5 A304 2B",351104003015,"tubo rectangular inox 40x30x1,5","tubo inox. 40x30x1,5 a304 2b",351104003015,,,,,
"7 tubos de 40*40*1 mm 2b,",TUBO INOX. 40x40x1 A304 2B,TUBO INOX. 40x40x1 A304 2B,341104010,"7 tubos de 40*40*1 mm 2b,",tubo inox. 40x40x1 a304 2b,341104010,7,,,,
"TUBO INOX A304 40x40x1,5mm = 30 mts","TUBO INOX. 40x40x1,5 A304 2B","TUBO INOX. 40x40x1,5 A304 2B",341104015,"tubo inox a304 40x40x1,5mm = 30 mts","tubo inox. 40x40x1,5 a304 2b",341104015,1,,m,30.0,
"60 Mts. TUBO CUADRADO AISI-304L 40 x 40 x 1,5 mm","TUBO INOX. 40x40x1,5 A304 2B","TUBO INOX. 40x40x1,5 A304 2B",341104015,"60 mts. tubo cuadrado aisi-304l 40 x 40 x 1,5 mm","tubo inox. 40x40x1,5 a304 2b",341104015,1,,m,60.0,
"40x40x1.5 tubo cuadrado inxo 304 satinado 18 mtrs,","TUBO INOX. 40x40x1,5 SATIN. CS A304","TUBO INOX. 40x40x1,5 SATIN. CS A304",341304015,"40x40x1.5 tubo cuadrado inxo 304 satinado 18 mtrs,","tubo inox. 40x40x1,5 satin. cs a304",341304015,1,,m,18.0,
"10 barras 40x40x2mm 2b 304,",TUBO INOX. 40x40x2 A304 2B,TUBO INOX. 40x40x2 A304 2B,341104020,"10 barras 40x40x2mm 2b 304,",tubo inox. 40x40x2 a304 2b,341104020,10,,,,
"1 tubos 40x40x2 aisi 304,",TUBO INOX. 40x40x2 A304 2B,TUBO INOX. 40x40x2 A304 2B,341104020,"1 tubos 40x40x2 aisi 304,",tubo inox. 40x40x2 a304 2b,341104020,1,,,,
"tubo 40x40x2 mm inox AISI 304 2B, long = 6000 mm",TUBO INOX. 40x40x2 A304 2B,TUBO INOX. 40x40x2 A304 2B,341104020,"tubo 40x40x2 mm inox aisi 304 2b, long = 6000 mm",tubo inox. 40x40x2 a304 2b,341104020,1,,m,6000.0,
"1. 24 metros tubo cuadrado 40x40x2 en 316,",TUBO INOX. 40x40x2 A316 2B,TUBO INOX. 40x40x2 A316 2B,345104020,"1. 24 metros tubo cuadrado 40x40x2 en 316,",tubo inox. 40x40x2 a316 2b,345104020,1,,m,24.0,
"1 tubo 40x40x3 aisi 304,",TUBO INOX. 40x40x3 A304 CS,TUBO INOX. 40x40x3 A304 CS,341104030,"1 tubo 40x40x3 aisi 304,",tubo inox. 40x40x3 a304 cs,341104030,1,,,,
"12 mts. de tubo cuadrado de 40x40x3 mm.,",TUBO INOX. 40x40x3 A304 CS,TUBO INOX. 40x40x3 A304 CS,341104030,"12 mts. de tubo cuadrado de 40x40x3 mm.,",tubo inox. 40x40x3 a304 cs,341104030,1,,m,12.0,
2 TUBOS 40X40X3 AISI 304,TUBO INOX. 40x40x3 A304 CS,TUBO INOX. 40x40x3 A304 CS,341104030,2 tubos 40x40x3 aisi 304,tubo inox. 40x40x3 a304 cs,341104030,2,,,,
"tubo cuad 40x40x4 a304 --> 6 mts,",TUBO INOX. 40x40x4 A-304 CS,TUBO INOX. 40x40x4 A-304 CS,341104040,"tubo cuad 40x40x4 a304 --> 6 mts,",tubo inox. 40x40x4 a-304 cs,341104040,1,,m,6.0,
1 tubo de 45x45x1.5 a-304,"TUBO INOX. 45x45x1,5 A304 2B","TUBO INOX. 45x45x1,5 A304 2B",341104515,1 tubo de 45x45x1.5 a-304,"tubo inox. 45x45x1,5 a304 2b",341104515,1,,,,
"Tubo cuadrado AISI-304, 50 x 50 x 1,5 mm (REF:TUBO INOX. 50x50x1,5 A304 CS): para 200 metros","TUBO INOX. 50x50x1,5 A304 2B","TUBO INOX. 50x50x1,5 A304 2B",341105015,"tubo cuadrado aisi-304, 50 x 50 x 1,5 mm (ref:tubo inox. 50x50x1,5 a304 cs): para 200 metros","tubo inox. 50x50x1,5 pulido a304 cs",341205015,1,,m,200.0,
"Tubo cuadrado AISI-304, 50 x 50 x 3 mm (REF:TUBO INOX. 50x50x3 A304 CS): para 200 metros",TUBO INOX. 50x50x3 A304 CS,TUBO INOX. 50x50x3 A304 CS,341105030,"tubo cuadrado aisi-304, 50 x 50 x 3 mm (ref:tubo inox. 50x50x3 a304 cs): para 200 metros",tubo inox. 50x50x3 a304 cs,341105030,1,,m,200.0,
Tubo Ac.Inox.50x50x3 AISI 304 L=6000,TUBO INOX. 50x50x3 A304 CS,TUBO INOX. 50x50x3 A304 CS,341105030,tubo ac.inox.50x50x3 aisi 304 l=6000,tubo inox. 50x50x3 a304 cs,341105030,,,,,
"3 uds de tubo de 60x20x1.5 aisi 304 brillo,","TUBO INOX. 60x20x1,5 PULIDO A304","TUBO INOX. 60x20x1,5 PULIDO A304",351206002015,"3 uds de tubo de 60x20x1.5 aisi 304 brillo,","tubo inox. 60x20x1,5 pulido a304",351206002015,3,,,,
"TUBO INOX A304 60x40x1,5mm = 66 mts","TUBO INOX. 60x40x1,5 A304 2B","TUBO INOX. 60x40x1,5 A304 2B",351106004015,"tubo inox a304 60x40x1,5mm = 66 mts","tubo inox. 60x40x1,5 a304 2b",351106004015,1,,m,66.0,
"10 uds de tubo de 60x40x1.5 aisi 304 brillo,","TUBO INOX. 60x40x1,5 PULIDO A304","TUBO INOX. 60x40x1,5 PULIDO A304",351206004015,"10 uds de tubo de 60x40x1.5 aisi 304 brillo,","tubo inox. 60x40x1,5 pulido a304",351206004015,10,,,,
1 TUBO A-316 60X60X1.5,"TUBO INOX. 60x60x1,5 A316 2B","TUBO INOX. 60x60x1,5 A316 2B",345106015,1 tubo a-316 60x60x1.5,"tubo inox. 60x60x1,5 a316 2b",345106015,1,,,,
"4 tubo 60x60x2 inox 304,",TUBO INOX. 60x60x2 A304 2B,TUBO INOX. 60x60x2 A304 2B,341106020,"4 tubo 60x60x2 inox 304,",tubo inox. 60x60x2 a304 2b,341106020,4,,,,
"1 tubo de 60*60*2 mm 2b,",TUBO INOX. 60x60x2 A304 2B,TUBO INOX. 60x60x2 A304 2B,341106020,"1 tubo de 60*60*2 mm 2b,",tubo inox. 60x60x2 a304 2b,341106020,1,,,,
TUBO AC.INOX 60x60x3 AISI 304 L=6000,TUBO INOX. 60x60x3 A304 CS,TUBO INOX. 60x60x3 A304 CS,341106030,tubo ac.inox 60x60x3 aisi 304 l=6000,tubo inox. 60x60x3 a304 cs,341106030,,,,,
1 TUBO 60X60X3 AISI 304 CS,TUBO INOX. 60x60x3 A304 CS,TUBO INOX. 60x60x3 A304 CS,341106030,1 tubo 60x60x3 aisi 304 cs,tubo inox. 60x60x3 a304 cs,341106030,1,,,,
TUBO HUECO DE 80X40X2MM ACERO INOX AISI-316 CS 2B,TUBO INOX. 80x40x2 A316 CS 2B,TUBO INOX. 80x40x2 A316 CS 2B,355108004020,tubo hueco de 80x40x2mm acero inox aisi-316 cs 2b,tubo inox. 80x40x2 a316 cs 2b,355108004020,,,,,
1 TUBO 80X40X3 AISI 304,TUBO INOX. 80x40x3 A304 CS,TUBO INOX. 80x40x3 A304 CS,351108004030,1 tubo 80x40x3 aisi 304,tubo inox. 80x40x3 a304 cs,351108004030,1,,,,
"1) 80 x 80 x 5 mm tubo cuadrado a-304 : 36 metros --> 37,87 â‚¬/mtr.,",TUBO INOX. 80x80x5 A304 CS,TUBO INOX. 80x80x5 A304 CS,341108050,"1) 80 x 80 x 5 mm tubo cuadrado a-304 : 36 metros --> 37,87 â‚¬/mtr.,",tubo inox. 80x80x5 a304 cs,341108050,1,,m,36.0,
